Year,Country,Pais_Lat_Long,Sex,Fatal (Y/N),href formula
2011,MEXICO,"23.6585116,-102.0077097",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.28-Camargo.pdf
2011,BAHAMAS,"24.7736546,-78.0000547",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.26-Abernethy.pdf
2011,AUSTRALIA,"-24.7761086,134.755",F,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.20-Merlini.pdf
2011,SOUTH AFRICA,"-28.8166236,24.991639",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.15-Ndamase.pdf
2011,MEXICO,"23.6585116,-102.0077097",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.12.R-Infante.pdf
2011,AUSTRALIA,"-24.7761086,134.755",NO INF,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.03-BusseltonBoat.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.26-Stover-French.pdf
2010,FIJI,"-18.1239696,179.0122737",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.17-Gracia.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.11-Wilson.pdf
2010,EGYPT,"26.2540493,29.2675469",F,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.05-Renate- Seiffert.pdf
2010,INDONESIA,"-2.4833826,117.8902853",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.03.R-Ong.pdf
2010,EGYPT,"26.2540493,29.2675469",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.01.b-Yevgeniy-Trishkin.pdf
2010,EGYPT,"26.2540493,29.2675469",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.01.a-Viktor-Koliy.pdf
2010,EGYPT,"26.2540493,29.2675469",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.30.b-Lyudmila-Stolyarova.pdf
2010,EGYPT,"26.2540493,29.2675469",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.30.a-Olga Marsyenko.pdf
2010,SAMOA,"-13.7693895,-172.12005",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.27.R-Samoa.pdf
2010,AUSTRALIA,"-24.7761086,134.755",M,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.27.a-Utley.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.19-Pollock.pdf
2010,DOMINICAN REPUBLIC,"19.0974031,-70.3028026",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.15-Zapata.pdf
2010,INDONESIA,"-2.4833826,117.8902853",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.14-Bali.pdf
2010,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.12.R-Gade.pdf
2010,AUSTRALIA,"-24.7761086,134.755",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.30-Francom.pdf
2010,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.28.R-Plant.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.28.a-SethMead.pdf
2010,AZORES,"37.80855645,-25.473137391245295",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.25-Gedi-crewman.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.23-MacNichol.pdf
2010,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.23.a-Walker.pdf
2010,USA,"39.7837304,-100.445882",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.22-Ransom.pdf
2010,EGYPT,"26.2540493,29.2675469",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.20-Rubanovich.pdf
2010,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.09-Turk.pdf
2010,BAHAMAS,"24.7736546,-78.0000547",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.02.b-Molla.pdf
2010,BAHAMAS,"24.7736546,-78.0000547",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.02.a-Engle.pdf
2010,SOUTH AFRICA,"-28.8166236,24.991639",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.01-Melkbaai-surfer.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.27-Lowden-COLLIER.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.24-Kauchak.pdf
2010,SOUTH AFRICA,"-28.8166236,24.991639",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.21-Momoza.pdf
2010,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.13-Davis.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.07-Whitworth.pdf
2010,TONGA,"-19.9160819,-175.202642",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.06.R-Jensen.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.04-Kerr.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.03.b-Coffman.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.03.a-Heald.pdf
2010,SOLOMON ISLANDS,"-8.7053941,159.1070693851845",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.02-D'Emden.pdf
2010,BAHAMAS,"24.7736546,-78.0000547",M,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.29-Newton.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.18-Shorten.pdf
2010,AUSTRALIA,"-24.7761086,134.755",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.17-Edwards.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.14-Coca.pdf
2010,AUSTRALIA,"-24.7761086,134.755",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.10.b-Townsville.pdf
2010,SOUTH KOREA,"36.638392,127.6961188",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.10.a-Pierce.pdf
2010,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.08-Carroll.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.07.b-Clement.pdf
2010,MALTA,"35.8885993,14.4476911",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.07.a-Bonavia.pdf
2010,USA,"39.7837304,-100.445882",F,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.05-Fischman.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.02.b-Strosaker.pdf
2010,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.02.a-Presser.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.25-Stamm.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.23-Schulz.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.19-Myers.pdf
2010,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.17.b-Parker.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.17.a-Johnston.pdf
2010,SPAIN,"39.3260685,-4.8379791",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.16.b-Spain.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.16.a-Gauzer.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.11-Lauderdale-fisherman.pdf
2010,SOUTH AFRICA,"-28.8166236,24.991639",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.04-Haiden.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.03-Joseph.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.02.b-Crane.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.02.a-Bull.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.06.27-Rogers.pdf
2010,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.06.25.b-Morris.pdf
2010,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.06.25.a-Schlentz.pdf
2010,VIETNAM,"15.9266657,107.9650855",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.06.15-Hoang.pdf
2010,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.06.10-Mayo-Foster.pdf
2010,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.06.06-Bedford.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.06.00-Searcy.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.05.30-Seymore.pdf
2010,VIETNAM,"15.9266657,107.9650855",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.05.18.c-Thao.pdf
2010,VIETNAM,"15.9266657,107.9650855",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.05.18.b-Thanh.pdf
2010,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.05.18.a-Gibson.pdf
2010,MADAGASCAR,"-18.9249604,46.4416422",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.05.03-Touzet.pdf
2010,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.05.01-Dubois.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.04.28-Gatrich.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.04.19-Rawlinson.pdf
2010,SOUTH AFRICA,"-28.8166236,24.991639",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.04.13-Denton.pdf
2010,EGYPT,"26.2540493,29.2675469",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.04.04-Elliot.pdf
2010,REUNION,"-21.130737949999997,55.536480112992315",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.03.27-Schorebreak.pdf
2010,NEW ZEALAND,"-41.5000831,172.8344077",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.19-Baird.pdf
2010,SOUTH AFRICA,"-28.8166236,24.991639",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.16-duPlessis.pdf
2010,FIJI,"-18.1239696,179.0122737",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.15-Usimewa.pdf
2010,AUSTRALIA,"-24.7761086,134.755",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.13-Trumbull.pdf
2010,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.11-Welsh.pdf
2010,NEW ZEALAND,"-41.5000831,172.8344077",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.06.R-Muilwyk.pdf
2010,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.06.b-Everson.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.06.a-RivieraBeach.pdf
2010,GUAM,"13.450125700000001,144.75755102972062",M,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.04-Duenas.pdf
2010,USA,"39.7837304,-100.445882",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.03-Schafer.pdf
2010,NEW ZEALAND,"-41.5000831,172.8344077",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/12.26
2010,BRAZIL,"-10.3333333,-53.2",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.30-Andrei.pdf
2010,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.27-Ramage.pdf
2010,HIGH SEAS,"29.870151,-93.922369",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.22.b-Geraghty.pdf
2010,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.22.a-Lockie.pdf
2010,SOUTH AFRICA,"-28.8166236,24.991639",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.12-Skinner.pdf
2010,AUSTRALIA,"-24.7761086,134.755",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.09.d-Morrissey.pdf
2010,VIETNAM,"15.9266657,107.9650855",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.09.c-woman.pdf
2010,VIETNAM,"15.9266657,107.9650855",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.09.b-Hanh.pdf
2010,VIETNAM,"15.9266657,107.9650855",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.09.a-Tuan.pdf
2010,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.06-Chirino.pdf
2010,SOUTH AFRICA,"-28.8166236,24.991639",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.05-Nahoon-surfer.pdf
2009,SOUTH AFRICA,"-28.8166236,24.991639",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.29-Bruce.pdf
2009,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.26-Sojoski.pdf
2009,MOZAMBIQUE,"-19.302233,34.9144977",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.22-Fraser.pdf
2009,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.20.b-Queensland-Kayak.pdf
2009,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.20.a-Pengelly.pdf
2009,SOUTH AFRICA,"-28.8166236,24.991639",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.18.a-Nduva.pdf
2009,SOUTH AFRICA,"-28.8166236,24.991639",M,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.18.b-Morris-barracuda bite.pdf
2009,NEW ZEALAND,"-41.5000831,172.8344077",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.16-Philips.pdf
2009,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.13-Hughes.pdf
2009,AUSTRALIA,"-24.7761086,134.755",NO INF,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.12-Ross-boat.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.06-Large.pdf
2009,USA,"39.7837304,-100.445882",M,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.25-Hall.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.24-Gollighugh.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.16.b-White.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.16.a-Burdelski.pdf
2009,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.13-Hardcastle.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.11-NewSmyrnaBeach.pdf
2009,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.08-Brougham.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.05-Geiselman.pdf
2009,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.30-Gadsden.pdf
2009,MOZAMBIQUE,"-19.302233,34.9144977",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.29.R-Rogotzki.pdf
2009,AUSTRALIA,"-24.7761086,134.755",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.28-Lowe.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.24-Scott-Barton.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.19-Henrich.pdf
2009,PANAMA,"8.559559,-81.1308434",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.18-Panama.pdf
2009,SCOTLAND,"56.7861112,-4.1140518",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.17-DeepSeaWorld.pdf
2009,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.14.R-Bowen.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.09-Wagor.pdf
2009,UNITED KINGDOM,"54.7023545,-3.2765753",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.02-UK.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.09.26-Callahan.pdf
2009,VIETNAM,"15.9266657,107.9650855",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.09.18-Vinh.pdf
2009,SOMALIA,"8.3676771,49.083416",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.09.15-SpanishSailor.pdf
2009,BRAZIL,"-10.3333333,-53.2",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.09.13-Monteiro.pdf
2009,USA,"39.7837304,-100.445882",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.09.12-Snead.pdf
2009,BRAZIL,"-10.3333333,-53.2",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.09.07-Barbosa.pdf
2009,NEVIS,"17.1508813,-62.5852896007",M,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.09.02-Mills.pdf
2009,SOLOMON ISLANDS,"-8.7053941,159.1070693851845",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.09.01-Kirakira.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.08.30-Hedgepeth.pdf
2009,SOUTH AFRICA,"-28.8166236,24.991639",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.08.29-VanZyl.pdf
2009,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.08.25-Edmund.pdf
2009,SOUTH AFRICA,"-28.8166236,24.991639",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.08.11-Nagel.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.08.10-Volusia.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.08.06-Crawford.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.08.01-Haynes.pdf
2009,BAHAMAS,"24.7736546,-78.0000547",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.31-Mitchell.pdf
2009,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.30-Skyring.pdf
2009,VIETNAM,"15.9266657,107.9650855",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.29-Hong.pdf
2009,KENYA,"1.4419683,38.4313975",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.24.R-Likoni.pdf
2009,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.24.b-Casas.pdf
2009,SPAIN,"39.3260685,-4.8379791",F,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.24.a-Spain.pdf
2009,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.22.b-Mittleberg.pdf
2009,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.22.a-JennaJames.pdf
2009,VIETNAM,"15.9266657,107.9650855",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.18-Haynh.pdf
2009,BAHAMAS,"24.7736546,-78.0000547",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.11.b-Cooper.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.11.a-Hovnanian.pdf
2009,SOUTH AFRICA,"-28.8166236,24.991639",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.07-Buckley.pdf
2009,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.05-Daytona.pdf
2009,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.04-Miami.pdf
2009,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.06.27-Wade.pdf
2009,USA,"39.7837304,-100.445882",M,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.06.21-California.pdf
2009,USA,"39.7837304,-100.445882",M,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.06.16-Crowley.pdf
2009,VIETNAM,"15.9266657,107.9650855",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.06.14.R-Quy.pdf
2009,EGYPT,"26.2540493,29.2675469",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.06.02.b-Nil.pdf
2009,EGYPT,"26.2540493,29.2675469",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.06.02.a-Luc.pdf
2009,EGYPT,"26.2540493,29.2675469",F,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.06.01-Tipio.pdf
2009,TAIWAN,"23.9739374,120.9820179",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.31-Sangian.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.25-Joseph.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.17-Provido.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.16.b-Heath.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.16.a-Bryant.pdf
2009,GUAM,"13.450125700000001,144.75755102972062",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.12-Guerrero.pdf
2009,BAHAMAS,"24.7736546,-78.0000547",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.06-Hernandez.pdf
2009,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.28-Alicia.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.25.R-Senner.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.21-NSB.pdf
2009,PHILIPPINES,"12.7503486,122.7312101",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.20-Perez.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.19-Klinker.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.17-Wagner.pdf
2009,USA,"39.7837304,-100.445882",M,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.11-Dominici.pdf
2009,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.12-Milne.pdf
2009,SOUTH AFRICA,"-28.8166236,24.991639",M,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.06.b-Hlanganisela.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.06.a-Ayus.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.03-May.pdf
2009,SOUTH AFRICA,"-28.8166236,24.991639",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.27-TonyDell.pdf
2009,SOUTH AFRICA,"-28.8166236,24.991639",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.21-Mangele.pdf
2009,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.20-BatemansBay.pdf
2009,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.19.b-SouthBroulee.pdf
2009,AUSTRALIA,"-24.7761086,134.755",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.19.a-Davis.pdf
2009,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.18.a-PonceInlet.pdf
2009,MALAYSIA,"4.5693754,102.2656823",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.17.R-Malaysia.pdf
2009,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.17.a-Spaulding.pdf
2009,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.16.R-Rottnest-Island.pdf
